CustomerID,RecencyScore,FrequencyScore,MonetaryScore,RFM,RFMScore,CustomerSegment
12902,1,1,1,3,1,Immediate Attention
17763,1,1,1,3,1,Immediate Attention
14632,1,1,1,3,1,Immediate Attention
17102,1,1,1,3,1,Immediate Attention
13132,1,1,1,3,1,Immediate Attention
15178,1,1,1,3,1,Immediate Attention
15160,1,1,2,4,1,Immediate Attention
17128,1,1,2,4,1,Immediate Attention
16351,1,1,2,4,1,Immediate Attention
15447,1,1,2,4,1,Immediate Attention
13898,1,1,2,4,1,Immediate Attention
17714,1,1,2,4,1,Immediate Attention
14368,1,1,2,4,1,Immediate Attention
17118,1,1,2,4,1,Immediate Attention
15226,1,1,2,4,1,Immediate Attention
17517,1,1,2,4,1,Immediate Attention
18138,1,1,2,4,1,Immediate Attention
14046,1,1,2,4,1,Immediate Attention
17165,1,1,2,4,1,Immediate Attention
14066,1,1,2,4,1,Immediate Attention
18224,1,1,2,4,1,Immediate Attention
17698,1,1,2,4,1,Immediate Attention
15083,2,1,1,4,1,Immediate Attention
17775,2,1,1,4,1,Immediate Attention
14957,2,1,1,4,1,Immediate Attention
14890,2,1,1,4,1,Immediate Attention
16162,2,1,1,4,1,Immediate Attention
13841,2,1,1,4,1,Immediate Attention
15691,2,1,1,4,1,Immediate Attention
13781,2,1,1,4,1,Immediate Attention
17956,2,1,1,4,1,Immediate Attention
17906,2,1,1,4,1,Immediate Attention
15917,2,1,1,4,1,Immediate Attention
14981,2,1,1,4,1,Immediate Attention
15775,2,1,1,4,1,Immediate Attention
16623,2,1,1,4,1,Immediate Attention
13508,2,1,1,4,1,Immediate Attention
18129,2,1,1,4,1,Immediate Attention
16697,2,1,1,4,1,Immediate Attention
17972,2,1,1,4,1,Immediate Attention
15212,2,1,1,4,1,Immediate Attention
17601,2,1,1,4,1,Immediate Attention
13120,2,1,1,4,1,Immediate Attention
15973,2,1,1,4,1,Immediate Attention
16617,2,1,1,4,1,Immediate Attention
17746,2,1,1,4,1,Immediate Attention
13101,2,1,1,4,1,Immediate Attention
17217,2,1,1,4,1,Immediate Attention
15717,2,1,1,4,1,Immediate Attention
15135,2,1,1,4,1,Immediate Attention
17718,2,1,1,4,1,Immediate Attention
14586,2,1,1,4,1,Immediate Attention
17893,2,1,1,4,1,Immediate Attention
14271,2,1,1,4,1,Immediate Attention
16055,2,1,1,4,1,Immediate Attention
16610,2,1,1,4,1,Immediate Attention
14393,2,1,1,4,1,Immediate Attention
14340,2,1,1,4,1,Immediate Attention
17174,2,1,1,4,1,Immediate Attention
15668,2,1,1,4,1,Immediate Attention
15552,2,1,1,4,1,Immediate Attention
18227,2,1,1,4,1,Immediate Attention
14353,2,1,1,4,1,Immediate Attention
13561,2,1,1,4,1,Immediate Attention
12821,2,1,1,4,1,Immediate Attention
14699,2,1,1,4,1,Immediate Attention
18120,2,1,1,4,1,Immediate Attention
13235,2,1,1,4,1,Immediate Attention
16006,2,1,1,4,1,Immediate Attention
17263,2,1,1,4,1,Immediate Attention
14689,2,1,1,4,1,Immediate Attention
13391,2,1,1,4,1,Immediate Attention
17455,2,1,1,4,1,Immediate Attention
15705,2,1,1,4,1,Immediate Attention
15042,2,1,1,4,1,Immediate Attention
15729,2,1,1,4,1,Immediate Attention
12974,2,1,1,4,1,Immediate Attention
14280,2,1,1,4,1,Immediate Attention
16483,2,1,1,4,1,Immediate Attention
16424,2,1,1,4,1,Immediate Attention
14453,2,1,1,4,1,Immediate Attention
17578,2,1,1,4,1,Immediate Attention
16659,2,1,1,4,1,Immediate Attention
13682,2,1,1,4,1,Immediate Attention
16963,2,1,1,4,1,Immediate Attention
16611,2,1,1,4,1,Immediate Attention
16849,2,1,1,4,1,Immediate Attention
14542,2,1,1,4,1,Immediate Attention
13462,2,1,1,4,1,Immediate Attention
13686,2,1,1,4,1,Immediate Attention
17234,2,1,1,4,1,Immediate Attention
18281,2,1,1,4,1,Immediate Attention
13080,2,1,1,4,1,Immediate Attention
17349,2,1,1,4,1,Immediate Attention
17536,2,1,1,4,1,Immediate Attention
16461,2,1,1,4,1,Immediate Attention
16257,2,1,1,4,1,Immediate Attention
12837,2,1,1,4,1,Immediate Attention
16050,2,1,1,4,1,Immediate Attention
14237,1,2,2,5,1,Immediate Attention
13065,1,2,2,5,1,Immediate Attention
16583,1,2,2,5,1,Immediate Attention
16752,1,2,2,5,1,Immediate Attention
17855,1,2,2,5,1,Immediate Attention
16926,1,2,2,5,1,Immediate Attention
18119,1,2,2,5,1,Immediate Attention
13786,1,2,2,5,1,Immediate Attention
15347,1,2,2,5,1,Immediate Attention
14355,1,2,2,5,1,Immediate Attention
15945,1,2,2,5,1,Immediate Attention
16565,1,2,2,5,1,Immediate Attention
14082,1,2,2,5,1,Immediate Attention
15723,1,2,2,5,1,Immediate Attention
18004,1,2,2,5,1,Immediate Attention
15454,1,2,2,5,1,Immediate Attention
13295,1,2,2,5,1,Immediate Attention
13033,1,2,2,5,1,Immediate Attention
17343,1,2,2,5,1,Immediate Attention
15460,1,2,2,5,1,Immediate Attention
13922,1,2,2,5,1,Immediate Attention
16282,1,2,2,5,1,Immediate Attention
13187,1,2,2,5,1,Immediate Attention
14185,1,2,2,5,1,Immediate Attention
16315,1,2,2,5,1,Immediate Attention
15316,1,2,2,5,1,Immediate Attention
13859,1,2,2,5,1,Immediate Attention
13008,1,2,2,5,1,Immediate Attention
15262,1,2,2,5,1,Immediate Attention
13284,1,2,2,5,1,Immediate Attention
15167,1,2,2,5,1,Immediate Attention
14782,1,2,2,5,1,Immediate Attention
15820,1,2,2,5,1,Immediate Attention
15052,1,2,2,5,1,Immediate Attention
16124,1,2,2,5,1,Immediate Attention
17619,1,2,2,5,1,Immediate Attention
13600,1,2,2,5,1,Immediate Attention
17356,1,2,2,5,1,Immediate Attention
17843,1,2,2,5,1,Immediate Attention
16403,1,2,2,5,1,Immediate Attention
15670,1,2,2,5,1,Immediate Attention
18114,1,2,2,5,1,Immediate Attention
17171,1,2,2,5,1,Immediate Attention
15319,1,2,2,5,1,Immediate Attention
15733,1,2,2,5,1,Immediate Attention
17923,1,2,2,5,1,Immediate Attention
17789,1,2,2,5,1,Immediate Attention
15257,1,2,2,5,1,Immediate Attention
17535,1,2,2,5,1,Immediate Attention
13382,1,2,2,5,1,Immediate Attention
16517,1,2,2,5,1,Immediate Attention
18280,1,2,2,5,1,Immediate Attention
15554,1,2,2,5,1,Immediate Attention
15234,1,2,2,5,1,Immediate Attention
16471,1,2,2,5,1,Immediate Attention
17542,1,2,2,5,1,Immediate Attention
16392,1,2,2,5,1,Immediate Attention
13072,1,2,2,5,1,Immediate Attention
14059,1,2,2,5,1,Immediate Attention
17060,1,2,2,5,1,Immediate Attention
14693,1,2,2,5,1,Immediate Attention
15703,1,2,2,5,1,Immediate Attention
13262,1,2,2,5,1,Immediate Attention
15437,1,2,2,5,1,Immediate Attention
12831,1,2,2,5,1,Immediate Attention
15457,1,2,2,5,1,Immediate Attention
18191,1,2,2,5,1,Immediate Attention
14536,1,2,2,5,1,Immediate Attention
14476,1,2,2,5,1,Immediate Attention
14148,2,1,2,5,1,Immediate Attention
13229,2,1,2,5,1,Immediate Attention
17556,2,1,2,5,1,Immediate Attention
17871,2,1,2,5,1,Immediate Attention
15280,3,1,1,5,1,Immediate Attention
17960,3,1,1,5,1,Immediate Attention
16247,3,1,1,5,1,Immediate Attention
16114,3,1,1,5,1,Immediate Attention
17709,3,1,1,5,1,Immediate Attention
16287,3,1,1,5,1,Immediate Attention
14795,3,1,1,5,1,Immediate Attention
14351,3,1,1,5,1,Immediate Attention
17408,3,1,1,5,1,Immediate Attention
15537,3,1,1,5,1,Immediate Attention
15578,3,1,1,5,1,Immediate Attention
17939,3,1,1,5,1,Immediate Attention
16344,3,1,1,5,1,Immediate Attention
12977,3,1,1,5,1,Immediate Attention
13302,3,1,1,5,1,Immediate Attention
16581,3,1,1,5,1,Immediate Attention
14483,3,1,1,5,1,Immediate Attention
15256,3,1,1,5,1,Immediate Attention
13967,3,1,1,5,1,Immediate Attention
14117,3,1,1,5,1,Immediate Attention
17962,3,1,1,5,1,Immediate Attention
14259,3,1,1,5,1,Immediate Attention
18262,3,1,1,5,1,Immediate Attention
12864,3,1,1,5,1,Immediate Attention
13296,3,1,1,5,1,Immediate Attention
13194,3,1,1,5,1,Immediate Attention
14143,3,1,1,5,1,Immediate Attention
17887,3,1,1,5,1,Immediate Attention
14076,3,1,1,5,1,Immediate Attention
13106,3,1,1,5,1,Immediate Attention
14972,3,1,1,5,1,Immediate Attention
13218,3,1,1,5,1,Immediate Attention
12929,3,1,1,5,1,Immediate Attention
13307,3,1,1,5,1,Immediate Attention
17122,3,1,1,5,1,Immediate Attention
15541,3,1,1,5,1,Immediate Attention
13273,3,1,1,5,1,Immediate Attention
12968,3,1,1,5,1,Immediate Attention
14772,3,1,1,5,1,Immediate Attention
15313,3,1,1,5,1,Immediate Attention
16093,3,1,1,5,1,Immediate Attention
14314,3,1,1,5,1,Immediate Attention
15663,3,1,1,5,1,Immediate Attention
17908,1,2,3,6,1,Immediate Attention
17968,1,2,3,6,1,Immediate Attention
17925,1,2,3,6,1,Immediate Attention
16510,1,2,3,6,1,Immediate Attention
17860,1,2,3,6,1,Immediate Attention
16125,1,2,3,6,1,Immediate Attention
17456,1,2,3,6,1,Immediate Attention
16781,1,2,3,6,1,Immediate Attention
16727,1,2,3,6,1,Immediate Attention
17251,1,2,3,6,1,Immediate Attention
17303,1,2,3,6,1,Immediate Attention
17496,1,2,3,6,1,Immediate Attention
13369,1,2,3,6,1,Immediate Attention
15279,1,2,3,6,1,Immediate Attention
15346,1,2,3,6,1,Immediate Attention
15510,1,2,3,6,1,Immediate Attention
18212,1,2,3,6,1,Immediate Attention
15422,1,4,1,6,1,Immediate Attention
14068,1,2,3,6,1,Immediate Attention
17094,1,2,3,6,1,Immediate Attention
14850,1,2,3,6,1,Immediate Attention
14549,1,2,3,6,1,Immediate Attention
13751,1,2,3,6,1,Immediate Attention
13973,1,2,3,6,1,Immediate Attention
16792,1,4,1,6,1,Immediate Attention
15869,1,4,1,6,1,Immediate Attention
12881,1,2,3,6,1,Immediate Attention
14727,1,2,3,6,1,Immediate Attention
13133,1,4,1,6,1,Immediate Attention
13708,1,2,3,6,1,Immediate Attention
14350,1,2,3,6,1,Immediate Attention
13121,1,2,3,6,1,Immediate Attention
16976,1,2,3,6,1,Immediate Attention
15019,1,2,3,6,1,Immediate Attention
15408,1,2,3,6,1,Immediate Attention
17678,1,2,3,6,1,Immediate Attention
16721,1,2,3,6,1,Immediate Attention
13512,1,2,3,6,1,Immediate Attention
18010,2,2,2,6,1,Immediate Attention
15528,2,2,2,6,1,Immediate Attention
16619,2,2,2,6,1,Immediate Attention
17212,2,2,2,6,1,Immediate Attention
13059,2,2,2,6,1,Immediate Attention
14964,2,2,2,6,1,Immediate Attention
16144,2,2,2,6,1,Immediate Attention
13712,2,2,2,6,1,Immediate Attention
17574,2,2,2,6,1,Immediate Attention
16097,2,2,2,6,1,Immediate Attention
17367,2,2,2,6,1,Immediate Attention
17582,2,2,2,6,1,Immediate Attention
13474,2,2,2,6,1,Immediate Attention
18213,2,2,2,6,1,Immediate Attention
14326,2,2,2,6,1,Immediate Attention
13482,2,2,2,6,1,Immediate Attention
16587,2,2,2,6,1,Immediate Attention
17670,2,2,2,6,1,Immediate Attention
16965,2,2,2,6,1,Immediate Attention
17187,2,2,2,6,1,Immediate Attention
14311,2,2,2,6,1,Immediate Attention
14304,2,2,2,6,1,Immediate Attention
17394,2,2,2,6,1,Immediate Attention
16990,2,2,2,6,1,Immediate Attention
14199,2,2,2,6,1,Immediate Attention
16457,2,2,2,6,1,Immediate Attention
13723,2,2,2,6,1,Immediate Attention
16756,2,2,2,6,1,Immediate Attention
17245,2,2,2,6,1,Immediate Attention
15292,2,2,2,6,1,Immediate Attention
14705,2,2,2,6,1,Immediate Attention
16448,2,2,2,6,1,Immediate Attention
16323,2,2,2,6,1,Immediate Attention
15925,2,2,2,6,1,Immediate Attention
13070,2,2,2,6,1,Immediate Attention
16117,2,2,2,6,1,Immediate Attention
17987,2,2,2,6,1,Immediate Attention
16113,2,2,2,6,1,Immediate Attention
14241,2,2,2,6,1,Immediate Attention
13663,2,2,2,6,1,Immediate Attention
13937,3,1,2,6,1,Immediate Attention
17899,3,1,2,6,1,Immediate Attention
15007,3,1,2,6,1,Immediate Attention
18203,3,1,2,6,1,Immediate Attention
17984,3,1,2,6,1,Immediate Attention
15438,3,1,2,6,1,Immediate Attention
14406,3,1,2,6,1,Immediate Attention
15263,3,1,2,6,1,Immediate Attention
17747,4,1,1,6,2,At Risk
14436,4,1,1,6,2,At Risk
18027,4,1,1,6,2,At Risk
12851,4,1,1,6,2,At Risk
17309,4,1,1,6,2,At Risk
13130,4,1,1,6,2,At Risk
14208,4,1,1,6,2,At Risk
15488,4,1,1,6,2,At Risk
13244,4,1,1,6,2,At Risk
18255,4,1,1,6,2,At Risk
15216,4,1,1,6,2,At Risk
16959,4,1,1,6,2,At Risk
13877,4,1,1,6,2,At Risk
13067,4,1,1,6,2,At Risk
15504,4,1,1,6,2,At Risk
17628,4,1,1,6,2,At Risk
15888,4,1,1,6,2,At Risk
15603,4,1,1,6,2,At Risk
17079,4,1,1,6,2,At Risk
15744,4,1,1,6,2,At Risk
14652,4,1,1,6,2,At Risk
16468,4,1,1,6,2,At Risk
15958,4,1,1,6,2,At Risk
13866,4,1,1,6,2,At Risk
17427,4,1,1,6,2,At Risk
13095,4,1,1,6,2,At Risk
14142,1,3,3,7,2,At Risk
14729,1,3,3,7,2,At Risk
17732,1,3,3,7,2,At Risk
15880,1,3,3,7,2,At Risk
14813,1,4,2,7,2,At Risk
17978,1,3,3,7,2,At Risk
17551,1,3,3,7,2,At Risk
15204,1,3,3,7,2,At Risk
13304,1,3,3,7,2,At Risk
15326,1,3,3,7,2,At Risk
16850,1,3,3,7,2,At Risk
17862,1,3,3,7,2,At Risk
14248,1,3,3,7,2,At Risk
13494,1,3,3,7,2,At Risk
16030,1,3,3,7,2,At Risk
15970,1,3,3,7,2,At Risk
16425,1,3,3,7,2,At Risk
13706,1,3,3,7,2,At Risk
16405,1,4,2,7,2,At Risk
16897,1,4,2,7,2,At Risk
15236,1,3,3,7,2,At Risk
13932,1,3,3,7,2,At Risk
12852,1,3,3,7,2,At Risk
12834,1,3,3,7,2,At Risk
15087,1,3,3,7,2,At Risk
14570,1,4,2,7,2,At Risk
14012,1,3,3,7,2,At Risk
15944,1,3,3,7,2,At Risk
16625,1,3,3,7,2,At Risk
15308,1,3,3,7,2,At Risk
16096,1,3,3,7,2,At Risk
14762,1,3,3,7,2,At Risk
14870,1,3,3,7,2,At Risk
13239,1,3,3,7,2,At Risk
13803,2,2,3,7,2,At Risk
13439,2,2,3,7,2,At Risk
13626,2,2,3,7,2,At Risk
18108,2,2,3,7,2,At Risk
14747,2,2,3,7,2,At Risk
15119,2,2,3,7,2,At Risk
13570,2,2,3,7,2,At Risk
17278,2,2,3,7,2,At Risk
18009,2,2,3,7,2,At Risk
14339,2,2,3,7,2,At Risk
15517,2,2,3,7,2,At Risk
17946,2,4,1,7,2,At Risk
15143,2,2,3,7,2,At Risk
17991,2,4,1,7,2,At Risk
18220,2,2,3,7,2,At Risk
14423,2,2,3,7,2,At Risk
14149,2,2,3,7,2,At Risk
16297,2,2,3,7,2,At Risk
14647,2,2,3,7,2,At Risk
13227,2,2,3,7,2,At Risk
14816,2,2,3,7,2,At Risk
17051,2,2,3,7,2,At Risk
16810,2,2,3,7,2,At Risk
14682,2,4,1,7,2,At Risk
14375,2,2,3,7,2,At Risk
15609,2,2,3,7,2,At Risk
17446,2,4,1,7,2,At Risk
14037,2,4,1,7,2,At Risk
13618,3,2,2,7,2,At Risk
17879,3,2,2,7,2,At Risk
15909,3,2,2,7,2,At Risk
13568,3,2,2,7,2,At Risk
15016,3,2,2,7,2,At Risk
15412,3,2,2,7,2,At Risk
15041,3,2,2,7,2,At Risk
17877,3,2,2,7,2,At Risk
17110,3,2,2,7,2,At Risk
17891,3,2,2,7,2,At Risk
13826,3,2,2,7,2,At Risk
16338,3,2,2,7,2,At Risk
16829,3,2,2,7,2,At Risk
14552,3,2,2,7,2,At Risk
13678,3,2,2,7,2,At Risk
18193,3,2,2,7,2,At Risk
15895,3,2,2,7,2,At Risk
14722,3,2,2,7,2,At Risk
17660,3,2,2,7,2,At Risk
16178,3,2,2,7,2,At Risk
14100,3,2,2,7,2,At Risk
17693,3,2,2,7,2,At Risk
15746,3,2,2,7,2,At Risk
15374,3,2,2,7,2,At Risk
17514,3,2,2,7,2,At Risk
18099,3,2,2,7,2,At Risk
13513,3,2,2,7,2,At Risk
17331,3,2,2,7,2,At Risk
15683,3,2,2,7,2,At Risk
13621,3,2,2,7,2,At Risk
16961,3,2,2,7,2,At Risk
16302,3,2,2,7,2,At Risk
13411,3,2,2,7,2,At Risk
18200,3,2,2,7,2,At Risk
16213,4,1,2,7,2,At Risk
13514,4,1,2,7,2,At Risk
15348,4,1,2,7,2,At Risk
17957,5,1,1,7,2,At Risk
15276,5,1,1,7,2,At Risk
17382,5,1,1,7,2,At Risk
13947,5,1,1,7,2,At Risk
14054,5,1,1,7,2,At Risk
18033,5,1,1,7,2,At Risk
16106,5,1,1,7,2,At Risk
17647,5,1,1,7,2,At Risk
13483,5,1,1,7,2,At Risk
13279,5,1,1,7,2,At Risk
15937,5,1,1,7,2,At Risk
13876,5,1,1,7,2,At Risk
17030,5,1,1,7,2,At Risk
13193,5,1,1,7,2,At Risk
14027,5,1,1,7,2,At Risk
16171,5,1,1,7,2,At Risk
17620,5,1,1,7,2,At Risk
14642,5,1,1,7,2,At Risk
18277,5,1,1,7,2,At Risk
17986,5,1,1,7,2,At Risk
13006,5,1,1,7,2,At Risk
16363,5,1,1,7,2,At Risk
16542,5,1,1,7,2,At Risk
17785,5,1,1,7,2,At Risk
16412,5,1,1,7,2,At Risk
14861,5,1,1,7,2,At Risk
18019,5,1,1,7,2,At Risk
15853,5,1,1,7,2,At Risk
15610,5,1,1,7,2,At Risk
17148,5,1,1,7,2,At Risk
13366,5,1,1,7,2,At Risk
13519,5,1,1,7,2,At Risk
16274,1,3,4,8,2,At Risk
13108,1,3,4,8,2,At Risk
17976,1,3,4,8,2,At Risk
15922,1,3,4,8,2,At Risk
16858,1,3,4,8,2,At Risk
16065,1,3,4,8,2,At Risk
16795,1,3,4,8,2,At Risk
15361,1,3,4,8,2,At Risk
16202,1,3,4,8,2,At Risk
16499,1,4,3,8,2,At Risk
17525,1,3,4,8,2,At Risk
15789,1,3,4,8,2,At Risk
17691,1,4,3,8,2,At Risk
15224,1,4,3,8,2,At Risk
18176,1,3,4,8,2,At Risk
17569,1,3,4,8,2,At Risk
18106,1,3,4,8,2,At Risk
18233,1,3,4,8,2,At Risk
12829,1,4,3,8,2,At Risk
15213,1,4,3,8,2,At Risk
15661,1,4,3,8,2,At Risk
17431,1,3,4,8,2,At Risk
17239,1,3,4,8,2,At Risk
13615,1,3,4,8,2,At Risk
15090,1,3,4,8,2,At Risk
17226,1,3,4,8,2,At Risk
14600,1,3,4,8,2,At Risk
18250,1,3,4,8,2,At Risk
17334,1,4,3,8,2,At Risk
16084,1,3,4,8,2,At Risk
14431,1,3,4,8,2,At Risk
16509,1,3,4,8,2,At Risk
18056,1,3,4,8,2,At Risk
12873,1,3,4,8,2,At Risk
13166,1,3,4,8,2,At Risk
13497,1,4,3,8,2,At Risk
16159,1,3,4,8,2,At Risk
14048,1,3,4,8,2,At Risk
13345,1,3,4,8,2,At Risk
16917,1,3,4,8,2,At Risk
17138,1,3,4,8,2,At Risk
17194,1,4,3,8,2,At Risk
15047,1,3,4,8,2,At Risk
13358,1,3,4,8,2,At Risk
13216,1,3,4,8,2,At Risk
14633,1,3,4,8,2,At Risk
16716,1,4,3,8,2,At Risk
16402,1,4,3,8,2,At Risk
16427,1,4,3,8,2,At Risk
17486,1,3,4,8,2,At Risk
16063,1,3,4,8,2,At Risk
16769,1,3,4,8,2,At Risk
14348,1,3,4,8,2,At Risk
13060,2,3,3,8,2,At Risk
18185,2,3,3,8,2,At Risk
13863,2,3,3,8,2,At Risk
14924,2,3,3,8,2,At Risk
13484,2,3,3,8,2,At Risk
15363,2,3,3,8,2,At Risk
14206,2,3,3,8,2,At Risk
15139,2,4,2,8,2,At Risk
16193,2,3,3,8,2,At Risk
17120,2,3,3,8,2,At Risk
15210,2,3,3,8,2,At Risk
16634,2,4,2,8,2,At Risk
16227,2,3,3,8,2,At Risk
14697,2,4,2,8,2,At Risk
13990,2,3,3,8,2,At Risk
17889,2,4,2,8,2,At Risk
12897,2,4,2,8,2,At Risk
18048,2,4,2,8,2,At Risk
17176,2,3,3,8,2,At Risk
15724,2,4,2,8,2,At Risk
17715,2,3,3,8,2,At Risk
13223,2,4,2,8,2,At Risk
15314,2,3,3,8,2,At Risk
15897,2,4,2,8,2,At Risk
16967,2,3,3,8,2,At Risk
15852,2,4,2,8,2,At Risk
17124,2,3,3,8,2,At Risk
13395,2,3,3,8,2,At Risk
17707,2,4,2,8,2,At Risk
17026,2,4,2,8,2,At Risk
14622,2,3,3,8,2,At Risk
18165,2,3,3,8,2,At Risk
15219,2,3,3,8,2,At Risk
16526,3,2,3,8,2,At Risk
17900,3,4,1,8,2,At Risk
16498,3,4,1,8,2,At Risk
17464,3,2,3,8,2,At Risk
15512,3,4,1,8,2,At Risk
13745,3,2,3,8,2,At Risk
17694,3,2,3,8,2,At Risk
17935,3,4,1,8,2,At Risk
15261,3,2,3,8,2,At Risk
16447,3,2,3,8,2,At Risk
15118,3,2,3,8,2,At Risk
13420,3,4,1,8,2,At Risk
15776,3,2,3,8,2,At Risk
13645,3,2,3,8,2,At Risk
17531,3,2,3,8,2,At Risk
16292,3,2,3,8,2,At Risk
15396,3,2,3,8,2,At Risk
14523,3,2,3,8,2,At Risk
18018,3,4,1,8,2,At Risk
16429,3,2,3,8,2,At Risk
16641,4,2,2,8,2,At Risk
15325,4,2,2,8,2,At Risk
13778,4,2,2,8,2,At Risk
15866,4,2,2,8,2,At Risk
13099,4,2,2,8,2,At Risk
15307,4,2,2,8,2,At Risk
17347,4,2,2,8,2,At Risk
16527,4,2,2,8,2,At Risk
17475,4,2,2,8,2,At Risk
12995,4,2,2,8,2,At Risk
16594,4,2,2,8,2,At Risk
14806,4,2,2,8,2,At Risk
18278,4,2,2,8,2,At Risk
13503,4,2,2,8,2,At Risk
15175,4,2,2,8,2,At Risk
15593,4,2,2,8,2,At Risk
16591,4,2,2,8,2,At Risk
16248,5,1,2,8,2,At Risk
14089,5,1,2,8,2,At Risk
14799,5,1,2,8,2,At Risk
14585,5,1,2,8,2,At Risk
15740,5,1,2,8,2,At Risk
17832,5,1,2,8,2,At Risk
17836,6,1,1,8,2,At Risk
15844,6,1,1,8,2,At Risk
15836,6,1,1,8,2,At Risk
13182,6,1,1,8,2,At Risk
17895,6,1,1,8,2,At Risk
14582,6,1,1,8,2,At Risk
15748,6,1,1,8,2,At Risk
15423,6,1,1,8,2,At Risk
14345,6,1,1,8,2,At Risk
13697,6,1,1,8,2,At Risk
18105,6,1,1,8,2,At Risk
14974,6,1,1,8,2,At Risk
14098,6,1,1,8,2,At Risk
16337,6,1,1,8,2,At Risk
13938,6,1,1,8,2,At Risk
17274,6,1,1,8,2,At Risk
17831,6,1,1,8,2,At Risk
15017,6,1,1,8,2,At Risk
14174,6,1,1,8,2,At Risk
14039,6,1,1,8,2,At Risk
14080,6,1,1,8,2,At Risk
17022,6,1,1,8,2,At Risk
17219,6,1,1,8,2,At Risk
15165,1,3,5,9,2,At Risk
18074,1,3,5,9,2,At Risk
17880,1,3,5,9,2,At Risk
16812,1,3,5,9,2,At Risk
14270,1,3,5,9,2,At Risk
13385,1,3,5,9,2,At Risk
14130,1,3,5,9,2,At Risk
